iteration	traits	posterior_prob	regional_prob	candidate_snp	posterior_explained_by_snp	dropped_trait
1	bipolar, SCZ	1	1	15:44486511	1	NA
1	bipolar, SCZ	1	1	15:44486511	1	NA
1	bipolar, SCZ	1	1	15:44486511	1	NA
1	bipolar, SCZ	0.9631	1	15:46532529	0.9999	NA
1	bipolar, SCZ	0.8555	1	15:51891134	0.9536	NA
1	bipolar, SCZ	0.8555	1	15:51891134	0.9536	NA
1	bipolar, SCZ	0.8555	1	15:51891134	0.9536	NA
1	bipolar, SCZ	0.8555	1	15:51891134	0.9536	NA
1	bipolar, SCZ	0.8555	1	15:51891134	0.9536	NA
1	bipolar, SCZ	0.8555	1	15:51891134	0.9536	NA
1	mch, mcv, rdw	0.9672	0.9999	15:56409219	0.5629	NA
2	Klarin_LDL, Klarin_TC	0.9751	0.9978	15:58210855	0.4251	NA
3	Klarin_HDL, UKBB_chol	0.9999	1	15:58678512	1	NA
4	bipolar, Klarin_LDL	0.9314	0.9984	15:58302341	0.6126	NA
5	hct, hgb, Klarin_TG	0.9346	0.9708	15:58723939	0.5705	NA
5	hct, hgb, Klarin_TG	0.9346	0.9708	15:58723939	0.5705	NA
5	hct, hgb, Klarin_TG	0.9346	0.9708	15:58723939	0.5705	NA
5	hct, hgb, Klarin_TG	0.9349	0.9708	15:58723939	0.5705	NA
5	hct, hgb, Klarin_TG	0.9349	0.9708	15:58723939	0.5705	NA
5	hct, hgb, Klarin_TG	0.9349	0.9708	15:58723939	0.5705	NA
3	hlr, hlr_p, ret, ret_p	0.7521	0.7644	15:60910458	0.5843	NA
3	hlr, hlr_p, ret, ret_p	0.7521	0.7644	15:60910458	0.5843	NA
3	hlr, hlr_p, ret, ret_p	0.7521	0.7644	15:60910458	0.5843	NA
3	hlr, hlr_p, ret, ret_p	0.7521	0.7644	15:60910458	0.5843	NA
3	hlr, hlr_p, ret, ret_p	0.7523	0.7644	15:60910458	0.5843	NA
3	hlr, hlr_p, ret, ret_p	0.7538	0.7644	15:60910458	0.5843	NA
3	hlr, hlr_p, ret, ret_p	0.7538	0.7644	15:60910458	0.5843	NA
3	hlr, hlr_p, ret, ret_p	0.7538	0.7644	15:60910458	0.5843	NA
5	mpv, pct, pdw, plt	0.9999	1	15:63341996	1	NA
6	hlr, hlr_p, mchc, ret, ret_p	0.8235	0.8693	15:63818850	0.2983	NA
5	mpv, pct, pdw, plt	0.9999	1	15:63341996	1	NA
6	hlr, hlr_p, mchc, ret, ret_p	0.8047	0.8611	15:63818850	0.2534	NA
1	Klarin_HDL, mpv, SCZ	0.9421	0.9765	15:63566702	1	NA
3	hlr, hlr_p, irf, mchc, pdw, rdw, ret, ret_p	0.724	0.9077	15:63831984	1	NA
1	baso_neut_sum, gran, mono, myeloid_wbc, neut, neut_eo_sum, wbc	0.9511	1	15:64643691	0.2455	NA
5	irf, mpv, pdw	0.727	0.7322	15:64637091	1	NA
1	mch, mchc, mcv, mono, rbc	0.7945	0.9979	15:65737946	0.6521	NA
1	mch, mchc, rbc	0.8099	1	15:66070693	0.9932	NA
2	bipolar, hgb	0.9596	0.9968	15:65955172	1	NA
3	gran_p_myeloid_wbc, mono, mono_p, neut_p	0.8693	0.9999	15:66035779	0.1044	NA
5	mcv, ret_p	0.9592	0.9683	15:66070693	0.9727	NA
1	mch, mchc, rbc	0.8442	1	15:66070693	0.9943	NA
2	bipolar, hgb	0.9621	0.9968	15:65955172	1	NA
3	gran_p_myeloid_wbc, mono, mono_p, neut_p	0.8729	0.9999	15:66035779	0.1044	NA
5	mcv, ret_p	0.9635	0.9683	15:66070693	0.9756	NA
1	mch, mchc, rbc	0.8804	1	15:66070693	0.9943	NA
2	bipolar, hgb	0.9631	0.9968	15:65955172	1	NA
3	gran_p_myeloid_wbc, mono, mono_p, neut_p	0.8747	0.9999	15:66035779	0.1044	NA
5	mcv, ret_p	0.9637	0.9683	15:66070693	0.9756	NA
4	mch, mcv	0.9902	0.9995	15:66924801	0.3524	NA
3	cad, crohns, eo_p, eo_p_gran, ibd, neut_p_gran, uc, Asthma	0.9727	0.9955	15:67442596	0.5011	NA
3	cad, crohns, eo_p, eo_p_gran, ibd, neut_p_gran, uc, Asthma	0.9727	0.9955	15:67442596	0.5011	NA
3	cad, crohns, eo_p, eo_p_gran, ibd, neut_p_gran, uc, Asthma	0.9727	0.9955	15:67442596	0.5011	NA
3	cad, crohns, eo_p, eo_p_gran, ibd, neut_p_gran, uc, Asthma	0.9727	0.9955	15:67442596	0.5011	NA
3	cad, crohns, eo_p, eo_p_gran, ibd, neut_p_gran, uc, Asthma	0.9727	0.9955	15:67442596	0.5011	NA
1	bipolar, SCZ	0.9999	1	15:67654369	1	NA
2	cad, crohns, eo_p, eo_p_gran, ibd, neut_p_gran, uc, Asthma	0.8341	0.9379	15:67464013	1	NA
1	T2D, BMI	0.7325	0.9655	15:68077168	0.3906	NA
1	T2D, BMI	0.7326	0.9655	15:68077168	0.3906	NA
1	T2D, BMI	0.7326	0.9655	15:68077168	0.3906	NA
1	T2D, BMI	0.7326	0.9655	15:68077168	0.3906	NA
1	T2D, BMI	0.7326	0.9655	15:68077168	0.3906	NA
7	hct, hgb	0.9382	0.9494	15:72112853	0.4152	NA
1	bipolar, SCZ	0.9819	1	15:73150288	1	NA
1	bipolar, SCZ	0.9819	1	15:73150288	1	NA
3	hlr, hlr_p, ret, ret_p	0.7591	0.7926	15:74331385	0.6002	NA
3	hlr, hlr_p, ret, ret_p	0.7591	0.7926	15:74331385	0.6002	NA
3	hlr, hlr_p, ret, ret_p	0.7591	0.7926	15:74331385	0.6002	NA
2	hlr, hlr_p, ret, ret_p	0.7591	0.7926	15:74331385	0.6002	NA
3	hlr, hlr_p, ret, ret_p	0.7591	0.7926	15:74331385	0.6002	NA
3	hlr, hlr_p, ret, ret_p	0.7591	0.7926	15:74331385	0.6002	NA
3	mpv, pdw, plt	0.9496	0.9688	15:75670079	0.672	NA
4	hct, hgb, rbc	0.8957	0.9224	15:76109863	0.3586	NA
1	hct, hgb, rbc, SCZ	0.9981	1	15:76298132	1	NA
1	hct, hgb, rbc, SCZ	0.9981	1	15:76298132	1	NA
3	pct, plt	0.9954	0.999	15:77262489	0.8847	NA
27	DepAffect, Worry	0.9033	0.9397	15:78033735	0.3564	NA
27	DepAffect, Worry	0.9033	0.9397	15:78033735	0.3564	NA
4	rdw, ret, ret_p	0.7867	0.7876	15:78320386	1	NA
4	rdw, ret, ret_p	0.7867	0.7876	15:78320386	1	NA
4	rdw, ret, ret_p	0.7867	0.7876	15:78320386	1	NA
1	hct, hgb, hlr, hlr_p, mch, mchc, pct, plt, rbc, rdw, ret, ret_p	0.8857	0.9354	15:78539092	0.5149	NA
2	rdw, ret	0.9998	1	15:78591037	1	NA
3	rdw, ret	0.9999	0.9999	15:78664005	1	NA
3	rdw, ret	0.9999	0.9999	15:78664005	1	NA
3	rdw, ret	0.9999	0.9999	15:78664005	1	NA
3	rdw, ret	0.9999	0.9999	15:78664005	1	NA
3	gran_p_myeloid_wbc, mono, mono_p	0.8149	0.8202	15:80035570	0.9777	NA
5	myeloid_wbc, wbc	0.8522	0.8645	15:80263345	0.3408	NA
5	myeloid_wbc, wbc	0.8522	0.8644	15:80263345	0.3408	NA
1	bipolar, SCZ	1	1	15:83294436	1	NA
1	bipolar, SCZ	0.7143	1	15:83294436	1	NA
1	bipolar, SCZ	1	1	15:84434423	1	NA
1	bipolar, mcv, SCZ	0.706	0.71	15:89151850	1	NA
1	bipolar, SCZ	0.8266	1	15:91631489	1	NA
2	mpv, pdw, plt, rdw	0.8676	0.871	15:91512267	1	NA
1	bipolar, SCZ	0.8266	1	15:91631489	1	NA
2	mpv, pdw, plt, rdw	0.8676	0.871	15:91512267	1	NA
1	bipolar, SCZ	0.8266	1	15:91631489	1	NA
2	mpv, pdw, plt, rdw	0.8676	0.871	15:91512267	1	NA
3	cad, UKBB_sbp	0.8862	0.9239	1:59646524	0.6291	NA
3	cad, UKBB_sbp	0.8862	0.9239	1:59646524	0.6291	NA
1	bipolar, SCZ	0.7785	1	15:96226294	1	NA
1	bipolar, SCZ	1	1	15:98949091	1	NA
1	bipolar, SCZ	1	1	15:98949091	1	NA
1	bipolar, SCZ	0.9373	1	1:60637899	0.5825	NA
3	mch, mcv	0.9967	1	16:840014	0.6239	NA
1	eo_p, eo_p_gran, neut_p_gran, Asthma	0.9759	1	16:11219041	0.7132	NA
4	crohns, ibd	0.9848	0.9988	16:10965597	0.813	NA
1	bipolar, SCZ	0.999	1	16:11288428	1	NA
4	lymph, wbc	0.7828	0.7855	16:11299077	0.9808	NA
1	bipolar, SCZ	0.999	1	16:11288428	1	NA
4	lymph, wbc	0.7828	0.7855	16:11299077	0.9808	NA
1	bipolar, SCZ	0.999	1	16:11288428	1	NA
4	lymph, wbc	0.7827	0.7855	16:11299077	0.9808	NA
1	bipolar, SCZ	1	1	16:11288428	1	NA
4	lymph, wbc	0.7827	0.7855	16:11299077	0.9808	NA
1	bipolar, SCZ	1	1	16:11288428	1	NA
4	lymph, wbc	0.7836	0.7863	16:11299077	0.9808	NA
4	eo_p, eo_p_gran, neut_p_gran	0.9833	1	16:11374866	0.7588	NA
6	lymph, wbc, Asthma	0.8761	0.8805	16:11299077	0.9991	NA
9	gran_p_myeloid_wbc, mono, mono_p	0.7922	0.8035	16:11708846	0.8258	NA
1	hgb, mch, mchc, mcv, rbc	0.8143	0.9426	16:170328	1	NA
2	bipolar, SCZ	0.9998	1	16:356689	1	NA
3	hlr, hlr_p, irf, rdw, ret, ret_p	0.9998	0.9998	16:212649	1	NA
1	bipolar, SCZ	1	1	16:21712743	1	NA
1	bipolar, SCZ	0.9991	1	16:24704219	1	NA
3	eo_p, eo_p_gran, neut_p_gran	0.804	0.8124	16:24701728	0.9763	NA
1	bipolar, SCZ	0.9991	1	16:24704219	1	NA
3	eo_p, eo_p_gran, neut_p_gran	0.8041	0.8124	16:24701728	0.9763	NA
1	bipolar, SCZ	0.9991	1	16:24704219	1	NA
3	eo_p, eo_p_gran, neut_p_gran	0.8041	0.8124	16:24701728	0.9763	NA
1	bipolar, SCZ	0.9991	1	16:24704219	1	NA
3	eo_p, eo_p_gran, neut_p_gran	0.8041	0.8124	16:24701728	0.9763	NA
1	bipolar, SCZ	0.9991	1	16:24704219	1	NA
3	eo_p, eo_p_gran, neut_p_gran	0.8041	0.8124	16:24701728	0.9763	NA
3	Klarin_LDL, Klarin_TC, Klarin_TG, UKBB_chol	0.7111	0.7113	1:62836976	1	NA
1	crohns, ibd, mch, mcv, rbc, uc, BMI	0.8947	0.9072	16:28490517	0.9988	NA
1	crohns, ibd, mch, mcv, rbc, uc, BMI	0.8868	0.9072	16:28490517	0.9988	NA
4	mpv, pct, plt	0.9961	0.9996	16:28549508	1	NA
2	mpv, pct, plt	0.9942	0.9996	16:28549508	1	NA
2	mpv, pct, plt	0.9914	0.9996	16:28549508	0.9964	NA
2	mpv, pct, plt	0.9914	0.9996	16:28549508	0.9964	NA
2	mpv, pct, plt	0.9903	0.9996	16:28549508	0.9955	NA
2	mpv, pct, plt	0.9903	0.9996	16:28549508	0.9955	NA
2	mpv, pct, plt	0.9897	0.9996	16:28549508	0.9953	NA
2	mpv, pct, plt	0.9887	0.9996	16:28549508	0.9946	NA
2	mpv, pct, plt	0.9869	0.9996	16:28549508	0.9937	NA
2	mpv, pct, plt	0.9869	0.9996	16:28549508	0.9937	NA
2	mpv, pct, plt	0.9869	0.9996	16:28549508	0.9937	NA
2	mpv, pct, plt	0.9869	0.9996	16:28549508	0.9937	NA
2	mpv, pct, plt	0.9869	0.9996	16:28549508	0.9937	NA
2	mpv, pct, plt	0.9869	0.9996	16:28549508	0.9937	NA
2	mpv, pct, plt	0.9869	0.9996	16:28549508	0.9937	NA
2	mpv, pct, plt	0.9869	0.9996	16:28549508	0.9937	NA
2	mpv, pct, plt	0.9869	0.9996	16:28549508	0.9937	NA
1	bipolar, crohns, ibd, mch, mcv, rbc, uc, BMI	0.8415	0.8991	16:28825605	1	NA
3	mpv, pct, plt	0.9869	0.9996	16:28549508	0.9937	NA
1	bipolar, crohns, ibd, mch, mcv, rbc, uc, BMI	0.8	0.9524	16:28841777	1	NA
3	mpv, pct, plt	0.9869	0.9996	16:28549508	0.9937	NA
1	bipolar, crohns, ibd, mch, mcv, rbc, uc, BMI	0.8	0.9524	16:28841777	1	NA
3	mpv, pct, plt	0.9869	0.9996	16:28549508	0.9937	NA
1	bipolar, crohns, ibd, mch, mcv, rbc, uc, BMI	0.8	0.9524	16:28841777	1	NA
3	mpv, pct, plt	0.9869	0.9996	16:28549508	0.9937	NA
1	bipolar, crohns, ibd, mch, mcv, rbc, uc, BMI	0.7526	0.9524	16:28841777	1	NA
3	mpv, pct, plt	0.9869	0.9996	16:28549508	0.9937	NA
1	bipolar, crohns, ibd, mch, mcv, rbc, uc, BMI	0.7526	0.9524	16:28841777	1	NA
3	mpv, pct, plt	0.9869	0.9996	16:28549508	0.9937	NA
3	mpv, pct, plt	0.9711	0.9983	16:28583215	0.343	NA
3	mpv, pct, plt	0.9711	0.9983	16:28583215	0.343	NA
3	mpv, pct, plt	0.9711	0.9983	16:28583215	0.343	NA
3	mpv, pct, plt	0.9838	0.9982	16:28589719	0.459	NA
3	mpv, pct, plt	0.9983	0.9983	16:28606173	1	NA
3	mpv, pct, plt	0.9983	0.9983	16:28606173	1	NA
2	mch, mcv, rbc	0.9843	1	16:30141847	0.8163	NA
2	mch, mcv, rbc	0.9843	1	16:30141847	0.8163	NA
2	mch, mcv, rbc	0.9843	1	16:30141847	0.8163	NA
2	mch, mcv, rbc	0.9843	1	16:30141847	0.8163	NA
2	mch, mcv, rbc	0.9843	1	16:30141847	0.8163	NA
2	mch, mcv, rbc	0.9843	1	16:30141847	0.8163	NA
2	mch, mcv, rbc	0.9843	1	16:30141847	0.8163	NA
2	mch, mcv, rbc	0.9843	1	16:30141847	0.8163	NA
2	mch, mcv, rbc	0.9843	1	16:30141847	0.8163	NA
6	eo_p, eo_p_gran, neut_p_gran	0.8637	0.8774	16:30785824	0.4141	NA
6	eo_p, eo_p_gran, neut_p_gran	0.8637	0.8774	16:30785824	0.4141	NA
7	eo_p, eo_p_gran, neut_p_gran	0.8638	0.8774	16:30785824	0.4141	NA
7	eo_p, eo_p_gran, neut_p_gran	0.8638	0.8774	16:30785824	0.4141	NA
7	eo_p, eo_p_gran, neut_p_gran	0.8638	0.8774	16:30785824	0.4141	NA
3	lymph, BMI	0.8746	0.9999	16:31088347	0.7297	NA
5	gran, mono, myeloid_wbc, neut_eo_sum, wbc	0.715	0.719	16:30877544	1	NA
3	lymph, BMI	0.8746	0.9999	16:31088347	0.7297	NA
5	gran, mono, myeloid_wbc, neut_eo_sum, wbc	0.715	0.719	16:30877544	1	NA
1	bipolar, Klarin_HDL, rdw	0.7824	0.8545	16:31347748	0.8873	NA
1	bipolar, Klarin_HDL, rdw	0.7824	0.8545	16:31347748	0.8873	NA
1	bipolar, SCZ	1	1	1:63415029	1	NA
1	bipolar, SCZ	1	1	16:34631340	1	NA
4	crohns, ibd	0.982	1	16:50363559	0.6541	NA
4	crohns, ibd	0.982	1	16:50363559	0.6541	NA
2	crohns, ibd	0.9999	1	16:50756881	1	NA
2	crohns, ibd	0.9999	1	16:50756881	1	NA
2	crohns, ibd	0.9999	1	16:50756881	1	NA
2	crohns, ibd	0.9999	1	16:50756881	1	NA
1	BrCaC, UKBB_brca, UKBB_sbp	0.9033	0.9184	16:52599188	0.9923	NA
1	bipolar, T2D	0.9815	0.9998	16:53544993	0.8393	NA
1	bipolar, T2D	0.9815	0.9998	16:53544993	0.8393	NA
1	bipolar, T2D	0.9814	0.9998	16:53544993	0.8393	NA
1	bipolar, T2D	0.9814	0.9998	16:53544993	0.8393	NA
1	bipolar, T2D	0.9814	0.9998	16:53544993	0.8393	NA
1	bipolar, SCZ, T2D	0.9885	1	16:53544993	1	NA
1	SCZ, T2D	0.8836	0.9999	16:53544993	1	NA
5	T2D, BMI	0.9989	1	16:53877592	0.9886	NA
5	T2D, BMI	0.9989	1	16:53877592	0.9886	NA
1	bipolar, SCZ	1	1	16:54241324	1	NA
2	cad, Klarin_HDL, Klarin_TC, Klarin_TG	0.9835	1	16:56993324	0.986	NA
2	cad, Klarin_HDL, Klarin_TC, Klarin_TG	0.9835	1	16:56993324	0.986	NA
2	cad, Klarin_HDL, Klarin_TC, Klarin_TG	0.9835	1	16:56993324	0.986	NA
2	cad, Klarin_HDL, Klarin_TC, Klarin_TG	0.9835	1	16:56993324	0.986	NA
2	cad, Klarin_HDL, Klarin_TC, Klarin_TG	0.9835	1	16:56993324	0.986	NA
1	bipolar, SCZ	1	1	16:5851861	1	NA
2	baso_neut_sum, gran, mch, mcv, myeloid_wbc, neut, neut_eo_sum, wbc	0.7641	0.9951	1:66054995	1	NA
1	bipolar, SCZ	0.9454	1	16:58573946	0.8828	NA
1	bipolar, SCZ	0.9454	1	16:58573946	0.8828	NA
1	bipolar, SCZ	0.9454	1	16:58573946	0.8828	NA
1	bipolar, SCZ	1	1	16:5851861	1	NA
1	bipolar, SCZ	1	1	16:5851861	1	NA
1	baso_neut_sum, gran, gran_p_myeloid_wbc, myeloid_wbc, neut, neut_eo_sum, neut_p, wbc	0.9885	1	1:66105944	0.9999	NA
1	bipolar, SCZ	1	1	16:60511482	1	NA
1	baso_neut_sum, gran, gran_p_myeloid_wbc, mono_p, myeloid_wbc, neut, neut_eo_sum, wbc	0.9902	1	1:66105944	0.9999	NA
2	bipolar, SCZ	1	1	1:66367191	1	NA
1	bipolar, hlr_p, ret_p, SCZ	0.7798	0.899	16:67863451	1	NA
2	hct, hgb, Klarin_HDL	0.9819	1	16:67928042	0.9889	NA
4	eo_p, eo_p_gran, Klarin_LDL, Klarin_TC, neut_p_gran	0.9648	0.9657	16:67727069	1	NA
1	bipolar, hlr_p, ret_p, SCZ	0.7671	0.899	16:67863451	1	NA
2	hct, hgb, Klarin_TC, rbc	0.7367	0.9993	16:67969930	0.4135	NA
5	eo_p, eo_p_gran, Klarin_LDL, neut_p_gran	0.955	0.9553	16:67727069	1	NA
2	hct, hgb, Klarin_TC, rbc	0.8083	0.9995	16:67969930	0.4675	NA
4	mch, rdw, ret, ret_p	0.7216	0.828	16:68439070	0.962	NA
5	eo_p, eo_p_gran, neut_p_gran, BMI	0.7998	0.8552	16:68304392	0.993	NA
2	hct, hgb, Klarin_TC, rbc	0.8083	0.9995	16:67969930	0.4675	NA
4	mch, rdw, ret, ret_p	0.7216	0.828	16:68439070	0.962	NA
5	eo_p, eo_p_gran, neut_p_gran, BMI	0.7998	0.8552	16:68304392	0.993	NA
4	hgb, Klarin_HDL	0.9565	1	16:68039850	0.9321	NA
5	eo_p, eo_p_gran, Klarin_LDL, neut_p_gran, BMI	0.8156	0.8675	16:68304392	0.9997	NA
2	hct, hgb, Klarin_HDL	0.7918	0.9998	16:68160289	0.1916	NA
4	eo_p, eo_p_gran, Klarin_LDL, Klarin_TC, neut_p_gran, BMI	0.8401	0.8901	16:68304392	0.9999	NA
1	bipolar, rbc, SCZ	0.9314	0.9873	16:68403945	0.9814	NA
5	mcv, rdw	0.9378	0.9964	16:68754312	0.3486	NA
1	bipolar, cad, SCZ	0.7312	0.9971	16:69654790	0.8135	NA
2	lymph, SCZ, UKBB_sbp	0.9406	0.9411	16:70136205	1	NA
3	hct, hgb, rbc, UKBB_sbp	0.8885	0.8888	16:70901510	1	NA
3	hct, hgb, rbc, UKBB_sbp	0.8885	0.8888	16:70901510	1	NA
3	hct, hgb, rbc, UKBB_sbp	0.8885	0.8888	16:70901510	1	NA
2	cad, Klarin_LDL, Klarin_TC, UKBB_chol	0.9977	1	16:72108093	1	NA
6	hlr, hlr_p, ret, ret_p	0.8453	0.8774	16:71864108	0.3212	NA
2	cad, Klarin_LDL, Klarin_TC, UKBB_chol	0.974	1	16:72108093	1	NA
6	hlr, hlr_p, ret, ret_p	0.8454	0.8774	16:71864108	0.3212	NA
3	crohns, ibd, uc	0.9786	1	1:67417555	0.4893	NA
6	hlr, hlr_p, ret, ret_p	0.8453	0.8774	16:71864108	0.3212	NA
4	hct, hgb	0.914	0.9439	16:72283147	0.2367	NA
1	bipolar, SCZ	0.9975	1	16:72221457	1	NA
2	Klarin_LDL, Klarin_TC, Klarin_TG, UKBB_chol, T2D	0.8159	0.8408	16:72256903	1	NA
3	hct, hgb	0.9215	0.9448	16:72283147	0.2477	NA
3	hct, hgb, Klarin_LDL, Klarin_TC, rbc	0.7457	0.7673	16:72810936	0.5954	NA
3	hct, hgb, Klarin_LDL, Klarin_TC, rbc	0.7881	0.789	16:72825114	1	NA
1	BrCaC, SCZ	0.7011	0.7073	16:75281964	1	NA
1	BrCaC, SCZ	0.7007	0.7073	16:75281964	1	NA
3	ibd, uc	1	1	1:67705958	1	NA
5	gran_p_myeloid_wbc, lymph, mono	0.8465	0.9511	1:67464394	0.0955	NA
6	lymph_p, neut_p	0.9205	0.9999	1:67503727	0.0775	NA
3	ibd, uc	1	1	1:67705958	1	NA
5	gran_p_myeloid_wbc, lymph, mono	0.8465	0.9511	1:67464394	0.0955	NA
6	lymph_p, neut_p	0.9205	0.9999	1:67503727	0.0775	NA
1	ibd, uc	1	1	1:67705958	1	NA
2	bipolar, SCZ	0.8798	1	1:67865150	1	NA
1	ibd, uc	1	1	1:67705958	1	NA
2	bipolar, SCZ	0.8798	1	1:67865150	1	NA
1	ibd, uc	1	1	1:67705958	1	NA
2	bipolar, SCZ	0.8798	1	1:67865150	1	NA
3	mch, mcv	0.9967	1	16:840014	0.6239	NA
4	Klarin_HDL, Klarin_TG, T2D, WHRadjBMI	0.9937	0.994	16:81534790	1	NA
4	Klarin_HDL, Klarin_TG, T2D, WHRadjBMI	0.9937	0.994	16:81534790	1	NA
1	bipolar, SCZ	1	1	16:82713551	1	NA
3	mpv, pdw	0.9426	0.9748	16:85448947	0.6164	NA
10	pct, plt	0.9996	0.9996	16:85428947	1	NA
1	gran_p_myeloid_wbc, mono, mono_p, neut_p	0.9996	1	16:85947327	1	NA
5	mpv, pct, pdw, plt	0.8522	0.9021	16:85706633	0.9706	NA
7	eo_p, eo_p_gran, neut_p_gran	0.9892	0.9983	16:85810349	0.9878	NA
3	hct, hgb, rbc	0.8518	0.854	16:86356582	0.9999	NA
2	bipolar, DepAffect	0.7716	0.7799	16:87409266	1	NA
2	bipolar, DepAffect	0.7716	0.7799	16:87409266	1	NA
2	bipolar, DepAffect	0.7716	0.7799	16:87409266	1	NA
2	bipolar, DepAffect	0.7716	0.7799	16:87409266	1	NA
2	bipolar, DepAffect	0.7716	0.7799	16:87409266	1	NA
1	bipolar, SCZ	1	1	16:87475422	1	NA
1	bipolar, SCZ	1	1	16:10065136	1	NA
4	hlr, hlr_p, ret, ret_p	0.7902	0.8037	17:1520606	0.6475	NA
6	AlzD, mpv	0.8653	0.8728	17:1443039	0.3487	NA
10	mch, mcv	0.9201	0.9242	17:16883680	0.6341	NA
10	mch, mcv	0.9201	0.9242	17:16883680	0.6341	NA
10	mch, mcv	0.9201	0.9242	17:16883680	0.6341	NA
6	wbc, WHRadjBMI	0.987	0.9925	17:17649423	0.9252	NA
1	cad, lymph, WHRadjBMI	0.7615	0.8813	17:17878159	0.7516	NA
1	cad, lymph, WHRadjBMI	0.7615	0.8813	17:17878159	0.7516	NA
1	cad, lymph, WHRadjBMI	0.7615	0.8813	17:17878159	0.7516	NA
1	Klarin_TC, plt	0.9163	0.9802	17:2203167	0.9836	NA
2	mch, mcv	0.9998	0.9999	17:1782952	1	NA
9	hlr, hlr_p, ret, ret_p	0.8932	0.8983	17:2001856	1	NA
1	bipolar, hlr, hlr_p, irf, mch, mpv, rbc, ret, ret_p	0.7763	0.9937	17:20107195	0.5001	NA
2	mcv, Worry	0.8696	0.9016	17:20002164	0.9997	NA
1	bipolar, hlr, hlr_p, irf, mch, mpv, rbc, ret, ret_p	0.7065	0.9934	17:20107195	0.375	NA
2	mcv, Worry	0.8575	0.9016	17:20002164	0.9996	NA
1	bipolar, SCZ	0.8317	1	1:72136346	1	NA
1	bipolar, SCZ	0.8317	1	1:72136346	1	NA
1	bipolar, SCZ	0.9619	1	17:21104817	1	NA
2	hlr, hlr_p, irf, rdw	0.962	0.969	17:21162773	1	NA
1	bipolar, SCZ	0.8317	1	1:72136346	1	NA
1	pct, plt	0.9459	1	17:2009752	0.3915	NA
5	Klarin_TC, mch, mcv, rbc, UKBB_sbp	0.7179	0.7917	17:1970201	0.9999	NA
7	hlr, hlr_p, ret, ret_p	0.8932	0.8983	17:2001856	1	NA
1	pct, plt	0.9459	1	17:2009752	0.3915	NA
5	Klarin_TC, mch, mcv, rbc, UKBB_sbp	0.7179	0.7917	17:1970201	0.9999	NA
7	hlr, hlr_p, ret, ret_p	0.8932	0.8983	17:2001856	1	NA
1	pct, plt	0.9459	1	17:2009752	0.3915	NA
5	Klarin_TC, mch, mcv, rbc, UKBB_sbp	0.7179	0.7917	17:1970201	0.9999	NA
7	hlr, hlr_p, ret, ret_p	0.8932	0.8983	17:2001856	1	NA
1	pct, plt	0.9459	1	17:2009752	0.3915	NA
5	Klarin_TC, mch, mcv, rbc, UKBB_sbp	0.7179	0.7917	17:1970201	0.9999	NA
7	hlr, hlr_p, ret, ret_p	0.8932	0.8983	17:2001856	1	NA
1	pct, plt	0.9964	1	17:2255138	0.9908	NA
4	lymph, lymph_p	0.9734	0.9763	17:2715373	0.7748	NA
3	lymph, lymph_p, neut_p, wbc	0.7563	0.7629	17:2729652	1	NA
1	lymph, lymph_p, wbc	0.9677	0.9719	17:2729652	1	NA
3	Klarin_TG, T2D	0.9764	0.9813	1:72814617	0.5277	NA
1	lymph, lymph_p, wbc	0.9677	0.9719	17:2729652	1	NA
1	lymph, lymph_p, wbc	0.9677	0.9719	17:2729652	1	NA
1	lymph, lymph_p, wbc	0.9677	0.9719	17:2729652	1	NA
1	lymph, lymph_p, wbc	0.9677	0.9719	17:2729652	1	NA
1	lymph, lymph_p, wbc	0.9677	0.9719	17:2729652	1	NA
1	lymph, lymph_p, wbc	0.9677	0.9719	17:2729652	1	NA
1	lymph, lymph_p, wbc	0.9677	0.9719	17:2729652	1	NA
2	hlr, irf, mch, mchc, mcv, rbc, rdw	0.7936	1	17:27088626	0.3494	NA
8	cad, hlr_p, ret, ret_p	0.966	0.972	17:27009749	0.9987	NA
2	hlr, irf, mch, mchc, mcv, rbc, rdw	0.7936	1	17:27088626	0.3494	NA
8	cad, hlr_p, ret, ret_p	0.966	0.972	17:27009749	0.9987	NA
1	bipolar, SCZ	1	1	17:2886642	1	NA
1	bipolar, SCZ	1	1	17:2886642	1	NA
1	mpv, plt	0.9982	1	17:27549806	0.8721	NA
1	mpv, plt	0.9982	1	17:27549806	0.8721	NA
4	cad, lymph	0.9815	0.9983	17:27935688	0.3423	NA
2	mch, mcv	0.9998	1	17:29262773	1	NA
2	mch, mcv	0.9998	1	17:29262773	1	NA
2	mch, mcv	0.9998	1	17:29262773	1	NA
2	mch, mcv	0.9998	1	17:29262773	1	NA
1	bipolar, mpv, SCZ	0.7825	0.7951	17:29259899	1	NA
2	mch, mcv	0.9998	1	17:29262773	1	NA
1	bipolar, SCZ	1	1	17:3119871	1	NA
3	hlr, hlr_p, irf, pdw, rdw, ret, ret_p	0.9398	0.9823	17:31184631	0.4476	NA
3	hlr, hlr_p, irf, pdw, rdw, ret, ret_p	0.94	0.9823	17:31184631	0.4476	NA
1	hlr, hlr_p, pct, pdw, plt	0.7471	1	17:33902635	0.5992	NA
2	ret, ret_p	1	1	17:33873772	1	NA
1	hlr, hlr_p, pct, pdw, plt	0.7471	1	17:33902635	0.5992	NA
2	ret, ret_p	1	1	17:33873772	1	NA
